7	108	2
7	241	2
7	359	2
7	553	2
7	555	2
8	9	2
8	98	2
8	182	2
8	185	2
8	239	2
8	435	2
8	499	2
8	574	2
8	642	2
8	709	2
8	808	2
8	839	2
8	886	2
9	98	2
9	182	2
9	185	2
9	239	2
9	435	3
9	499	2
9	574	2
9	642	2
9	709	2
9	808	2
9	839	2
9	886	2
10	435	2
10	479	1
10	505	2
10	1141	1
11	435	5
11	479	3
11	505	1
11	545	2
11	1140	2
11	1141	2
13	21	3
13	69	7
13	274	4
13	596	7
13	1027	3
14	244	2
14	353	2
14	1120	2
14	1134	2
17	77	2
17	303	2
17	628	2
17	1128	2
20	207	3
20	941	4
20	944	1
21	69	3
21	596	3
21	1027	3
25	378	2
25	669	1
25	710	1
25	1115	1
25	1138	1
30	106	2
30	107	2
30	378	2
30	1138	2
31	49	2
31	107	4
31	378	8
31	388	1
31	504	1
31	635	3
31	685	2
31	698	1
31	727	2
31	796	1
31	965	1
31	1008	1
31	1029	1
31	1064	1
31	1138	8
32	77	2
32	118	2
32	165	2
32	169	2
32	975	2
32	1100	2
40	240	2
40	256	1
40	318	1
40	656	2
40	672	1
40	1001	1
42	189	2
42	257	4
42	348	4
42	807	2
42	843	4
45	257	2
45	348	2
45	840	2
45	974	2
47	196	2
47	252	2
47	357	2
47	554	2
47	590	2
47	734	2
47	938	2
47	1062	2
47	1074	2
49	107	4
49	378	6
49	635	2
49	685	1
49	727	6
49	1138	6
50	190	2
50	240	2
50	342	1
50	498	2
50	656	2
50	672	2
50	768	1
50	810	1
50	949	1
52	215	4
52	231	1
52	274	7
52	656	7
52	672	5
52	787	2
52	831	3
53	302	1
53	373	1
53	376	1
53	378	5
53	394	1
53	462	2
53	480	1
53	699	1
53	713	1
53	1007	1
53	1048	2
53	1138	5
63	128	1
63	241	1
63	257	2
63	290	1
63	315	2
63	378	1
63	466	1
63	576	1
63	807	1
63	824	1
63	893	1
63	967	1
63	1095	1
63	1101	1
64	128	1
64	186	1
64	204	1
64	240	1
64	257	2
64	336	1
64	576	1
64	656	1
64	775	1
65	736	2
65	783	2
65	824	2
65	872	2
65	1087	2
66	204	1
66	257	2
66	331	2
66	893	1
69	274	4
69	596	7
69	1027	3
70	77	2
70	338	2
70	490	2
70	600	2
70	825	2
73	611	2
73	618	2
73	656	2
73	671	1
73	831	1
73	919	2
75	257	4
75	348	4
75	747	1
76	257	2
76	348	2
76	747	2
76	807	2
77	118	2
77	127	1
77	165	2
77	169	2
77	303	2
77	338	2
77	378	2
77	467	2
77	490	2
77	600	2
77	628	2
77	825	3
77	922	2
77	961	2
77	975	2
77	994	3
77	1020	2
77	1034	2
77	1100	2
77	1128	2
79	366	2
79	622	2
79	656	2
79	672	2
79	901	2
82	196	3
82	255	1
82	428	1
82	701	1
82	1024	2
82	1074	3
85	576	3
85	630	3
