6	84	2
6	325	2
6	429	2
6	462	2
6	476	2
6	688	2
6	861	2
6	965	2
6	1086	2
6	1210	2
6	1241	2
6	1277	2
11	60	1
11	286	1
11	292	1
11	404	4
11	472	1
11	546	1
11	555	1
11	671	2
11	751	1
11	768	1
11	895	1
11	919	1
23	69	1
23	124	2
23	339	1
23	651	2
23	719	1
23	1103	2
23	1171	1
25	539	2
25	796	2
25	1025	2
27	339	3
27	878	1
30	86	2
30	757	1
30	1081	2
30	1144	1
30	1150	1
30	1255	1
33	75	3
33	79	2
33	651	3
39	164	1
39	339	1
39	404	1
39	1203	1
39	1294	1
40	580	1
40	812	2
41	46	4
41	74	2
41	185	7
41	404	2
41	491	5
41	531	2
41	670	5
41	932	2
41	974	2
41	1017	3
41	1163	9
41	1170	2
41	1189	3
41	1196	2
41	1243	4
42	163	2
42	327	2
42	465	2
42	1081	2
42	1181	2
44	118	2
44	457	2
44	1095	2
46	74	6
46	185	2
46	404	6
46	491	2
46	515	2
46	531	1
46	670	2
46	932	3
46	933	3
46	974	6
46	1017	1
46	1163	4
46	1189	1
57	172	1
57	296	1
57	365	1
57	1129	1
57	1175	1
60	96	1
60	286	2
60	292	2
60	404	2
60	472	1
60	546	1
60	555	1
60	556	1
60	768	1
60	803	1
60	895	1
60	919	1
60	1220	1
61	72	4
61	185	5
61	295	2
61	404	2
61	659	5
63	112	3
63	172	3
63	501	1
63	709	2
63	732	3
63	913	2
66	188	2
66	259	1
66	339	2
66	344	1
66	628	1
66	999	1
66	1136	2
66	1151	1
66	1263	2
69	651	2
72	185	4
72	295	2
72	404	1
72	659	4
74	171	1
74	352	1
74	404	12
74	436	1
74	491	1
74	515	2
74	546	1
74	598	1
74	691	1
74	751	2
74	767	1
74	932	3
74	933	3
74	974	10
74	988	1
74	1073	1
74	1163	2
74	1220	1
74	1299	2
75	79	2
75	155	3
75	172	2
75	255	2
75	351	1
75	486	1
75	651	3
75	705	1
75	1095	4
75	1255	3
78	91	1
78	390	1
78	404	2
78	449	1
78	454	2
78	555	1
78	728	2
78	797	1
78	803	1
78	855	1
78	997	1
78	999	1
78	1220	2
78	1229	1
79	651	2
81	143	2
81	168	2
81	172	3
81	185	2
81	339	5
81	404	1
81	513	1
81	542	2
81	624	1
81	664	1
81	710	2
81	922	3
81	982	1
81	993	1
81	1025	1
81	1222	2
84	120	3
84	196	3
84	325	2
84	429	4
84	462	2
84	476	2
84	688	2
84	861	5
84	965	2
84	1086	5
84	1210	5
84	1241	2
84	1277	2
86	757	1
86	1081	2
86	1144	1
86	1150	1
86	1255	1
91	96	4
91	243	1
91	258	1
91	292	3
91	293	1
91	383	2
91	404	5
91	417	2
91	436	1
91	454	1
91	546	1
91	555	5
91	598	1
91	660	1
91	728	1
91	737	1
91	747	1
91	894	2
91	895	1
91	919	3
91	988	3
91	999	3
91	1037	1
91	1091	3
91	1220	5
91	1229	3
91	1279	1
91	1299	4
94	291	2
94	365	3
94	595	2
94	1028	2
96	243	2
96	258	1
96	286	2
96	292	10
96	293	1
96	383	2
96	404	14
96	417	2
96	436	1
96	546	1
96	555	6
96	556	6
96	598	1
96	660	1
96	737	1
96	747	2
96	803	4
96	894	3
96	895	1
96	919	10
96	988	4
96	999	2
96	1037	1
96	1091	3
96	1220	11
96	1229	4
96	1279	1
96	1299	8
97	153	2
97	182	2
97	333	5
97	620	2
97	833	2
97	1025	5
98	404	1
98	855	2
98	1063	1
98	1203	2
98	1220	1
98	1299	1
101	430	1
101	520	1
101	882	1
101	1210	2
105	185	1
105	339	2
105	404	1
105	513	1
105	1025	1
105	1085	1
112	172	5
112	501	2
112	709	4
112	732	3
112	913	3
112	1025	2
118	457	2
118	1095	2
120	196	3
120	429	2
120	861	3
120	1086	3
120	1210	3
122	172	2
122	277	1
122	1175	1
122	1285	1
124	219	1
124	415	1
124	432	1
124	913	1
124	973	2
124	1103	2
124	1145	1
124	1258	1
126	164	4
126	749	2
126	979	2
126	1094	2
132	812	9
132	1179	3
133	200	3
133	462	1
133	485	2
133	578	3
133	648	2
133	707	2
133	861	1
133	1086	1
133	1174	2
133	1210	29
134	158	2
134	221	1
134	388	2
134	457	5
134	480	2
134	605	4
134	669	4
134	693	3
134	789	2
134	1089	1
134	1095	7
134	1107	2
134	1280	2
138	365	1
138	445	2
138	817	3
138	1081	2
143	168	1
143	172	2
143	339	2
143	542	2
143	710	2
143	922	2
143	1222	2
146	178	1
146	290	3
146	550	3
146	784	3
146	812	4
148	578	1
148	1002	1
148	1210	2
149	164	1
149	172	1
149	651	1
149	662	1
150	496	2
150	1008	2
150	1050	2
150	1081	2
153	333	2
153	833	2
153	1025	2
155	255	2
155	1095	3
155	1255	2
158	457	2
158	669	2
158	693	2
158	1089	1
158	1095	2
163	327	2
163	465	2
163	1081	2
163	1181	2
164	413	1
164	511	3
164	691	1
164	749	3
164	770	1
164	790	1
164	807	1
164	979	3
164	1009	1
164	1094	2
164	1203	2
168	172	4
168	219	2
168	234	1
168	339	6
168	397	1
168	542	2
168	623	1
168	624	1
168	664	2
168	710	1
168	884	1
168	922	5
168	993	1
168	1078	1
168	1222	1
171	177	1
171	185	2
171	225	2
171	248	2
171	352	1
171	371	1
171	404	2
171	413	1
171	418	2
171	436	1
171	546	3
171	569	2
171	598	1
171	691	2
171	751	1
171	752	2
171	756	1
171	767	3
171	770	1
171	790	1
171	807	1
171	862	2
171	877	2
171	926	2
171	938	2
171	979	2
171	981	2
171	982	2
171	988	4
171	992	2
171	1009	2
171	1027	2
171	1061	1
171	1066	1
171	1073	3
171	1099	2
171	1126	2
171	1195	2
171	1220	1
171	1240	1
171	1271	2
171	1299	1
172	214	2
172	234	1
172	273	2
172	277	5
172	296	2
172	336	1
172	337	4
172	339	13
172	340	4
172	348	4
172	365	1
172	397	1
172	471	2
172	486	3
172	490	2
172	501	2
172	503	8
172	522	2
172	542	4
172	618	1
172	622	4
172	623	3
172	624	2
172	641	1
172	651	7
172	662	2
172	664	2
172	705	2
172	709	4
172	710	2
172	732	3
172	759	2
172	805	4
172	843	2
172	884	1
172	889	2
172	913	7
172	915	3
172	922	5
172	967	2
172	973	2
172	993	2
172	1025	2
172	1122	1
172	1129	3
172	1171	1
172	1175	2
172	1222	2
172	1234	2
172	1285	5
172	1294	2
175	812	2
175	976	1
175	1038	2
175	1053	2
175	1081	1
177	225	1
177	413	1
177	418	1
177	756	1
177	938	1
177	942	2
177	979	1
177	982	5
177	1061	1
177	1066	1
177	1073	1
177	1240	1
178	730	2
178	812	3
178	1179	1
182	333	2
182	620	2
182	1025	2
184	198	2
184	1052	2
184	1188	2
184	1199	2
184	1203	2
184	1244	2
185	248	2
185	261	1
185	280	2
185	295	2
185	339	15
185	371	1
185	373	1
185	391	1
185	404	12
185	491	7
185	513	2
185	531	2
185	546	2
185	554	1
185	569	2
185	642	2
185	659	5
185	670	5
185	748	1
185	751	1
185	752	2
185	767	2
185	855	1
185	862	2
185	877	2
185	926	2
185	935	1
185	943	1
185	951	2
185	957	2
185	981	2
185	982	1
185	988	3
185	992	2
185	1017	3
185	1025	6
185	1027	2
185	1085	3
185	1097	1
185	1099	2
185	1126	2
185	1163	8
185	1170	2
185	1189	3
185	1195	2
185	1196	2
185	1243	4
185	1268	1
185	1271	2
185	1299	9
188	259	2
188	339	3
188	344	1
188	617	1
188	628	3
188	785	1
188	999	1
188	1136	3
188	1151	1
188	1238	1
188	1263	2
190	687	2
190	727	2
190	1025	2
196	429	2
196	861	3
196	1086	3
196	1210	3
198	1052	2
198	1188	2
198	1199	2
198	1203	2
198	1244	2
199	343	2
199	500	2
199	821	2
199	1095	2
200	1210	3
203	242	2
203	812	2
203	1282	2
211	262	2
211	339	2
211	562	2
211	652	2
211	850	2
214	273	2
214	490	2
214	503	2
214	805	2
219	234	1
219	339	2
219	432	2
219	664	1
219	884	1
219	922	2
219	1078	1
219	1129	1
219	1144	1
219	1145	1
219	1258	2
221	275	1
221	457	5
221	593	2
221	1036	2
221	1095	5
225	413	1
225	418	2
225	691	1
225	756	1
225	770	1
225	790	1
225	807	1
225	938	2
225	979	2
225	982	2
225	1009	1
225	1061	1
225	1066	1
225	1073	2
225	1240	1
226	727	3
226	1025	3
232	339	4
232	367	1
232	558	1
232	719	1
232	850	2
232	1294	2
234	339	1
234	522	1
234	664	1
234	884	1
234	922	1
234	1078	1
242	812	2
242	1282	2
243	292	1
243	293	1
243	352	2
243	404	5
243	417	1
243	555	4
243	556	1
243	803	1
243	855	1
243	894	1
243	919	2
243	988	1
243	999	1
243	1069	1
243	1091	1
243	1220	5
243	1279	1
243	1299	3
247	350	1
247	351	1
247	1095	2
247	1255	2
247	1259	1
248	371	1
248	546	2
248	569	2
248	752	2
248	767	2
248	862	2
248	877	2
248	926	2
248	981	2
248	988	2
248	992	2
248	1027	2
248	1099	2
248	1126	2
248	1195	2
248	1271	2
254	788	2
254	812	2
255	404	1
255	837	1
255	1025	3
255	1095	3
255	1203	1
255	1255	2
257	404	5
257	718	3
257	856	2
257	859	5
257	977	3
257	1084	3
258	292	1
258	383	1
258	404	3
258	555	1
258	607	1
258	660	2
258	751	1
258	757	1
258	894	1
258	919	1
258	988	1
258	1085	1
258	1220	1
258	1229	1
258	1299	3
259	339	5
259	628	3
259	999	1
259	1068	1
259	1136	2
259	1151	2
259	1238	2
259	1263	1
261	339	1
261	391	1
261	404	2
261	491	1
261	554	1
261	1104	1
261	1268	1
261	1299	3
262	339	2
262	562	2
262	652	2
262	850	2
265	339	2
265	794	2
273	490	2
273	503	2
273	805	2
275	350	1
275	457	2
275	1036	1
275	1095	2
277	296	1
277	339	2
277	623	1
277	651	1
277	973	1
277	1175	1
277	1285	2
277	1294	1
280	339	2
280	404	1
280	1025	1
280	1299	2
286	292	2
286	404	3
286	472	1
286	546	1
286	555	1
286	556	1
286	768	1
286	803	2
286	895	1
286	919	2
286	1220	1
290	550	3
290	784	3
290	812	3
291	365	2
291	595	2
291	1028	2
292	383	2
292	404	14
292	417	1
292	436	1
292	472	1
292	546	2
292	555	6
292	556	7
292	598	1
292	660	1
292	737	1
292	747	1
292	751	1
292	768	2
292	803	2
292	894	2
