id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1759	natália chagas freitas	0.4845	-0.356	2	7	19	5	57	15.5715	2018.4	11.4	3.1143
1765	natália ferreira bueno	-0.201	-0.1016	1	3	5	3	1	1.14	2019.6667	0.3333	0.38
1774	nayara o. belo	0.2846	-0.6055	15	3	6	3	74	4.6291	2010.6667	24.6667	1.543
1779	neila barbosa osório	-0.1622	-0.5215	3	11	35	9	4	3.1665	2021	0.4444	0.3518
1780	neilton araújo de oliveira	-0.49	-0.0732	6	16	40	25	181	13.7567	2015.08	7.24	0.5503
1788	ney soares de araújo	0.5598	0.5265	7	11	16	3	5	1.6757	2019	1.6667	0.5586
1790	nick jitsson jurado martinez	-0.4245	-0.0612	1	2	3	3	0	0	2020.6667	0	0
1795	nicoli abrão fasanella	-0.6498	0.3161	5	7	16	3	20	8.8987	2020.6667	6.6667	2.9662
1797	nilo fernandes da costa	-0.3053	0.0719	1	6	15	7	2	0.3862	2019.2857	0.2857	0.0552
1802	nilton vale cavalcante	-0.4248	-0.2713	8	4	6	6	3	2.9411	2016.8333	0.5	0.4902
1807	norma rubini	-0.4882	-0.7719	13	8	24	3	13	5.4167	2018.6667	4.3333	1.8056
1814	núbia cristina de freitas maia	-0.2934	-0.1254	1	2	2	8	30	8.3903	2007.5	3.75	1.0488
1820	olívia maria veloso costa coutinho	-0.3739	-0.0216	1	8	11	8	14	5.2097	2017.75	1.75	0.6512
1821	omar franklin molina	-0.6751	-0.5258	8	4	13	4	3	1.1359	2013	0.75	0.284
1833	p.g. pedreira	0.1331	0.6385	10	4	14	4	0	0	2017	0	0
1843	paola bottin madrid	-0.0386	0.4127	10	13	81	10	0	0	2020.6	0	0
1868	paula fleury curado	-0.1216	-0.4423	3	5	7	7	1	0.3744	2016.7143	0.1429	0.0535
1878	paulo geovanny pedreira	-0.1195	0.413	10	19	92	15	109	5.7191	2019.4	7.2667	0.3813
