6	135	4
6	384	4
11	17	2
11	30	2
11	43	1
11	47	1
11	49	9
11	50	2
11	53	2
11	63	2
11	67	5
11	74	3
11	77	2
11	81	2
11	84	2
11	99	3
11	105	2
11	118	2
11	121	1
11	129	6
11	132	7
11	133	2
11	136	5
11	148	2
11	159	1
11	161	2
11	172	20
11	192	2
11	199	4
11	201	6
11	215	2
11	225	2
11	228	12
11	252	4
11	255	11
11	259	1
11	262	1
11	265	1
11	281	1
11	284	1
11	293	1
11	300	2
11	303	4
11	325	12
11	330	2
11	332	2
11	336	11
11	342	5
11	344	1
11	368	3
11	382	1
11	384	3
11	387	2
11	408	1
11	416	11
11	420	2
11	426	2
11	430	2
11	437	3
11	439	2
11	440	25
11	441	2
12	44	2
12	247	4
12	311	1
12	404	1
12	445	1
14	62	1
14	89	2
14	223	2
17	23	2
17	47	1
17	67	3
17	84	1
17	96	2
17	128	2
17	170	1
17	171	2
17	193	2
17	213	2
17	237	3
17	253	3
17	259	1
17	271	1
17	279	2
17	281	1
17	284	1
17	293	1
17	313	7
17	319	2
17	329	3
17	332	3
17	339	2
17	344	1
17	359	1
17	382	1
17	408	1
17	436	1
17	440	8
26	265	2
26	359	1
28	263	2
28	332	1
30	336	1
32	44	1
32	172	2
32	247	2
32	305	1
32	390	1
34	69	2
34	157	2
34	265	6
34	360	2
34	381	2
34	400	2
43	74	1
43	123	2
43	142	2
43	304	2
43	422	2
44	247	4
44	311	2
44	445	2
47	336	1
49	132	1
49	172	1
49	201	2
49	228	1
49	255	2
49	265	1
49	336	1
49	342	1
49	439	1
49	440	1
50	201	2
50	303	2
52	92	1
52	247	2
56	144	2
56	149	2
56	150	2
56	217	1
56	343	1
56	404	2
62	89	3
62	223	1
63	148	2
64	247	2
64	295	2
65	89	5
67	84	1
67	368	1
67	440	2
67	441	2
69	157	2
69	265	2
69	360	2
69	381	2
69	400	2
74	342	1
74	440	1
75	167	2
75	457	2
75	458	2
77	259	1
77	284	1
77	440	2
84	440	1
89	204	1
89	223	2
92	247	4
92	308	2
92	388	2
96	171	2
96	213	2
96	339	2
99	252	3
104	404	2
105	426	2
105	440	2
110	298	4
110	353	3
113	265	5
113	282	1
113	421	1
117	145	2
117	167	1
117	176	1
117	457	2
117	458	2
118	133	2
121	172	1
121	440	1
123	142	2
123	304	2
123	422	2
127	298	6
128	193	2
129	199	4
129	255	2
129	265	1
129	440	2
130	346	2
130	404	2
131	265	2
132	228	4
132	439	1
135	204	1
135	384	4
136	172	5
140	247	1
140	346	4
140	404	3
142	304	2
142	422	2
144	149	3
144	150	3
144	217	2
144	343	2
144	404	3
145	167	1
145	176	2
145	457	5
145	458	5
149	150	3
149	217	2
149	343	2
149	404	4
150	217	2
150	343	2
150	404	3
157	265	2
157	360	2
157	381	2
157	400	2
159	263	2
159	440	1
161	172	1
161	342	2
161	440	1
167	176	1
167	457	3
167	458	3
170	196	1
170	265	1
171	213	2
171	339	2
172	192	1
172	209	2
172	255	1
172	303	1
172	305	2
172	325	4
172	330	1
172	342	1
172	368	2
172	416	4
172	437	2
172	440	2
176	457	4
176	458	3
189	394	2
189	404	2
192	228	1
192	303	1
196	265	2
197	298	2
197	436	2
199	255	2
199	440	1
201	303	2
201	342	1
201	440	1
208	394	2
208	404	2
213	339	2
215	325	2
217	343	2
217	404	2
225	336	2
228	303	1
228	336	1
228	439	2
237	440	1
247	295	2
247	308	2
247	311	2
247	317	2
247	346	1
247	388	2
247	445	2
253	259	1
253	332	1
253	440	1
255	420	2
255	440	1
259	440	2
260	371	2
260	457	2
260	458	2
262	263	1
262	271	1
263	271	8
263	332	2
263	344	1
263	370	7
263	434	2
265	267	2
265	282	5
265	336	1
265	359	1
265	360	2
265	381	2
265	400	2
265	413	2
265	421	2
265	457	1
271	344	1
271	434	2
271	457	1
279	440	1
281	430	1
281	440	1
282	421	1
284	436	1
284	440	1
293	332	1
293	382	2
293	440	1
298	350	2
298	353	4
298	436	4
298	448	10
300	342	1
300	440	1
304	422	2
308	388	2
311	445	1
313	344	1
313	408	1
313	440	1
325	416	10
332	382	1
336	384	3
339	404	1
342	440	3
343	404	2
346	404	6
360	381	2
360	400	2
371	457	2
371	458	2
381	400	2
382	440	1
387	437	1
394	404	4
426	440	2
430	440	1
457	458	14
