id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
404	suzana gilioli da costa nunes	1.0242	0.4416	1	15	39	27	8	21.6849	2019	0.2963	0.8031
408	temis gomes parente	-0.075	0.0923	4	3	3	2	1	3.5714	2020.5	0.5	1.7857
413	thatiellen menezes ferreira	-0.9891	-0.0028	3	1	2	2	0	0	2018	0	0
416	thelma pontes borges	0.0029	-0.5667	18	3	25	11	2	2.8679	2018.9091	0.1818	0.2607
420	thiago sousa silveira	-0.4863	-0.3849	16	2	4	2	2	2.9474	2014	1	1.4737
421	thiele da costa müller castro	-1.0329	0.1452	3	3	4	2	0	0	2018.5	0	0
422	tonny venâncio de melo	0.4723	-0.7979	7	4	8	2	0	0	2022	0	0
426	tássia reury mesquita	-0.1331	-0.2288	12	3	6	2	0	0	2017	0	0
430	valdir roque dallabrida	0.0836	-0.0784	23	3	4	2	5	4.3939	2014	2.5	2.197
434	verônica dantas meneses	0.2105	0.3387	5	2	4	2	1	2.6	2021.5	0.5	1.3
436	vinícius souza ribeiro	0.0938	-0.5854	9	4	8	5	6	21.8453	2016.8	1.2	4.3691
437	viviane araújo leal	0.2212	-0.448	22	3	6	3	0	1	2022.3333	0	0.3333
439	vânia aparecida rezende de oliveira	-0.363	-0.4457	10	4	6	2	30	3.2867	2010.5	15	1.6433
440	waldecy rodrigues	-0.054	-0.1487	12	29	69	32	13	41.3508	2019.125	0.4062	1.2922
441	wanessa lanne de jesus	-0.2296	-0.1517	17	2	4	2	0	0	2014	0	0
445	weimar freire da rocha	0.8692	-0.0668	2	4	6	2	6	5.0909	2016.5	3	2.5455
448	werner doppler	0.1837	-0.8138	9	1	10	10	67	10.9907	2010.8	6.7	1.0991
457	édi augusto benini	-0.0575	1.1984	8	10	36	23	20	12.9095	2011.3478	0.8696	0.5613
458	élcio gustavo benini	-0.075	1.2548	8	8	33	14	17	11.7095	2011.7143	1.2143	0.8364
